date,S_L,S_M,S_H,M_L,M_M,M_H,B_L,B_M,B_H
2011-05-03,,,,,,,,,
2011-05-04,-0.024692684989972038,-0.01858551825116434,-0.02730854075659043,-0.031612174902856366,-0.01982509591013821,-0.02074310614219667,-0.028152590352972316,-0.033847451510606086,-0.01935948415319669
2011-05-05,0.002610352012194879,-0.00272883507462152,0.008186387541275018,0.004972554534817767,0.004642079371782384,0.004017575248136257,-0.002054554803731965,-0.006767429945855544,0.0014968681736261123
2011-05-06,-0.00866754289146427,-0.0035850498144421833,-0.00181265476932592,0.005412183665394036,0.0023826882690311454,-0.0007243023661475884,-0.0071624502835503645,-0.018970764040153208,-0.0013892065032951205
2011-05-09,0.0031816739524187206,0.0035316602013611936,0.006445552328182511,0.006555485940524819,0.0017067531658634357,0.007196815481773018,0.0034392536209936035,0.0034108076647344538,0.003356573352225873
2011-05-10,0.0018422646355243035,0.005675835069803778,0.001727129748919154,0.006961026432427895,0.008777673507168474,0.003205556543970864,0.009784630054579403,0.007883516958550064,0.00556125018683608
2011-05-11,-0.0006580342513305812,-0.0015866207745803154,-0.0019164831797018947,-0.0018868098346950754,-0.023529550393092156,-0.002067369878868961,-0.0035947911673189295,-0.003310108496785246,-0.004683860718170487
2011-05-12,-0.006728369155741503,-0.01163341093433684,-0.013589010812078495,-0.019879492104181468,-0.02152682614829154,-0.022836291940976947,-0.034009522422222806,-0.01577375799111,-0.011129245641708077
2011-05-13,0.010149207123861404,0.011255878189355086,0.010339155474445074,0.016578594679283683,0.012388606125712456,0.008110444806790042,-0.005494869409869759,0.009228093496175583,0.0036827619766915108
2011-05-16,-0.0004047539649935529,-0.01866994774335453,-0.021615190973581683,-0.008824375669373778,-0.010769643816517958,-0.009187854725953005,-0.0094582933292826,-0.01141696355174295,-0.010823249475507246
2011-05-17,9.146581148718494e-05,0.0016720405293070204,-0.0018227226659458956,0.0002637965458900651,0.0034529654780219637,0.00408355601513556,0.004437982955029164,0.003066798361990371,0.005072542364762438
2011-05-18,0.009863321279551,0.003950712958806553,0.0088182180409396,0.003769862021168154,0.005141861702837595,0.0025837056850055357,0.007822550054015413,0.007305516100313987,0.008106820818138986
2011-05-19,-0.007518640335055497,-0.011192825587950176,-0.015013996364834184,-0.008196059615667942,-0.006404675251852764,-0.02625779128857972,-0.002555460886630364,-0.02817601103069784,-0.008935696613690178
2011-05-20,-0.006001592477491849,-0.0038148030764301177,-0.005599266525168311,0.0024891572447526445,-0.003941436502011719,-0.005207758182342106,0.0034557909973464687,-0.0004942357151519353,-0.0020748625586401634
2011-05-23,-0.03979760241539389,-0.04255665017220435,-0.040423818559502056,-0.030949740969949725,-0.03891600266595137,-0.03606663194767892,-0.03541700324001175,-0.028534052338454317,-0.02804558989571095
2011-05-24,-0.006263155195191944,-0.0013960987629540902,0.0015624753440181716,0.0029082392978289594,0.002037383956359373,0.0007181421082407927,0.0077859010016632785,0.00238081941016155,-0.0017493540886856218
2011-05-25,-0.011217923583713747,-0.01922793630653143,-0.016183409153388985,-0.008205071567522957,-0.01430056490599147,-0.011032784793970745,-0.009432240599524846,-0.010002791434982975,-0.015939743327783893
2011-05-26,0.0015178893972178158,-0.005961576368789999,-0.006478165248559686,-0.013508155503167946,-0.010102199099724261,-0.008880908173558152,-0.007334275622450332,0.00021968827533930997,-0.0007507767915154684
2011-05-27,-0.0158425257520418,-0.01476856683476325,-0.01447055658211692,-0.01632638475511495,-0.02699624570585127,-0.0120135796592221,-0.01929435554305467,0.00266902487026171,-0.0024275948126695856
2011-05-30,-0.014954792749300205,-0.014761454562695888,-0.014774755517139696,-0.014922834159995147,-0.012359268423714806,-0.011307431165159837,-0.003115887946885446,-0.003026761416614238,0.00276974817108675
2011-05-31,0.016302509625913415,0.01791588168801667,0.019650150530644915,0.017571850142709566,0.020537968524114956,0.022805966696995826,0.02035558789485411,0.01693341616021793,0.012021029490342228
2011-06-01,0.012856360983869268,0.007637614248205787,0.0031126025028221016,0.010112558638750857,0.003103853764251825,-0.00029486649753374117,0.006625367607698831,-0.0022090667717867335,-0.005644239192330946
2011-06-02,-0.017775486748260072,-0.018283414422343627,-0.010855495558913528,-0.012636172997208617,-0.008373149701232667,-0.018868312355829895,-0.007589603696377929,-0.01952427661413513,-0.020578223208294773
2011-06-03,0.01684423406212064,0.016371989839999435,0.015759798942052927,0.014544176371344933,0.015985809666430064,0.013646973434894405,0.012204008493998969,0.010109493487696967,-0.0010464921850358547
2011-06-07,0.004030584358360283,0.004085270049055927,0.002859044732860304,0.009803402458382725,-0.008966674779117318,0.00429931200109602,0.0034603313311787833,0.0035495036940825174,0.0035473858117228037
2011-06-08,0.0036341596991401907,0.0038837563699960533,0.002436815430159524,0.00483991174977636,0.007769409506062565,0.006668104259924519,0.0028543565193648052,0.0030220643942106625,0.0007177896104475842
2011-06-09,-0.02296102782792293,-0.026696014400356176,-0.022765218708727466,-0.024114765209927193,-0.02820291674853587,-0.017797253021432053,-0.024118703571760044,-0.019580125835253797,-0.020078005359856543
2011-06-10,0.0037338194709661482,0.006304049230514804,0.0034431098369825134,0.0009669636426373134,0.009944096142670703,0.0034203278123344826,0.0007998814276126665,0.002309478942732209,0.004590586747611553
2011-06-13,-0.007381739800193294,-0.009649392191680529,-0.005596030392593801,-0.005785991226675085,-0.002693211594900428,-0.006786005964098541,0.0032812993187895556,-0.0069106997708027265,-0.006107272172141139
2011-06-14,0.009234057178013835,0.014698906634262635,0.020837606153468018,0.013848248424603776,0.013902074565564528,0.01493096208784565,0.016018401793990326,0.02064627924998552,0.01051433696405348
2011-06-15,-0.011702749617842043,-0.013317368280626025,-0.007436034254625062,-0.011037823627513266,-0.009089052739273882,-0.008499505364444463,-0.010809254454839375,-0.011198400794439045,-0.009532023541852338
2011-06-16,-0.024024842536389476,-0.02390523390925777,-0.01820844992388569,-0.023739565123367105,-0.021429801215124215,-0.02357010660698994,-0.015907153089129614,-0.030112738361669146,-0.013716016610646406
2011-06-17,-0.014689691091613498,-0.01212298321705075,-0.010625590746426241,-0.01662795214767705,-0.013503774406042193,-0.012529546963442904,-0.021172414039652674,-0.006306549963814566,-0.002490810221668102
2011-06-20,-0.011126544046637363,-0.01390076414853024,-0.003594040823342091,-0.010297440751937,-0.012061853118252973,-0.015266579865566742,-0.013565448653167042,-0.003762620296539474,-0.008143715725725423
2011-06-21,0.011926337567064219,0.015255812532197951,0.011480788105849155,0.010275387734905756,0.009646816879991508,0.01118865261150114,0.018374908206051296,0.013489541891286486,0.006746814809335925
2011-06-22,-0.004890385418043671,-0.0049018292481262,-0.005382195660004231,-0.002935300768928326,-0.004630625952450829,-0.0037133742554859056,-0.00044509884048287026,0.0009984214790201916,-0.0010198486310816748
2011-06-23,0.015308273514504367,0.017882010028007232,0.014958320893134145,0.02359504323731021,0.01970002223448936,0.01740997367435733,0.022616411938261565,0.015440710470836401,0.009504046539385287
2011-06-24,0.030271251683841493,0.02443645585314376,0.019212918015509,0.027861331751611564,0.020990962464170065,0.011433827087143099,0.015542110964788651,0.026356689701787176,0.024719525440815206
2011-06-27,0.0125716680853434,0.005314545499476997,0.006805610383856867,0.013511802403094837,0.004224238215812637,0.0014706256875194868,0.003850812703266526,0.0009064370196109062,-0.0006284988689885569
2011-06-28,-0.004821438966750284,8.429386793179505e-05,-0.0007642984971135331,0.0038134237621978936,0.00443153196991834,0.00297657239919456,-0.0036832872315473927,3.8307721622460894e-05,-0.003288436758645192
2011-06-29,-0.008490269364576896,-0.015286509943797188,-0.013664739775927158,-0.01358189340565835,-0.020528356293682503,-0.010157606715846663,-0.014293418250673783,-0.013513795279462374,-0.011550545289792082
2011-06-30,0.013975801692111137,0.01460286956680669,0.012387662024046111,0.015231740340972414,0.0163467834948124,0.013860401690027118,0.01702929812932817,0.01882370792895224,0.012144240866118415
2011-07-01,0.0037408590202234605,0.003155589864627108,0.005184459401857864,0.00547892498037628,-0.005969168838330652,0.0024640449073609584,0.0007607893251387857,0.0014314819647157678,-0.0033938585458154324
2011-07-04,0.030428759982076038,0.02341415287288462,0.021834053321770505,0.033517052736196165,0.027231022004548116,0.02168681502644079,0.01680555733936019,0.022604353543882766,0.019838539149738505
2011-07-05,0.006544126907118641,-0.0027402535451471954,0.0014989680268884687,0.004852357796553758,0.001640315259728651,-0.003002827220238924,0.0021322744081252575,0.002134425467291418,0.0002636929714892415
2011-07-06,-0.0005756827048923885,-0.001998616346765996,-0.0018326381803341213,0.002430876403453775,-0.006170808841825405,-0.0021890986585881393,0.007773109001767303,-0.0043971144091111925,-0.005482223186003994
2011-07-07,0.001053076757073383,-0.0030160504303748913,-0.005842407714207676,0.0016599607315300365,-0.0031481767485865954,-0.023165372997641043,-0.004973475885567066,-0.013189245155833177,-0.004780779064819745
2011-07-08,0.00027603117209838083,0.00013679044738945656,-0.0016080540537243226,0.006413493371725057,-0.002225490001692895,0.0015698181784162535,-0.0025330778955742874,0.0036375121038657193,0.0013873972962650408
2011-07-11,0.0042691719272593106,0.004352386849203423,0.0026226364101603295,0.008258015615208697,0.0022693348914237838,0.0010118643997041978,0.004755412427926296,-0.0008800314943476217,-0.0017575701891469563
2011-07-12,-0.02033308799503091,-0.02071421391018297,-0.020387696600751515,-0.04181193694859087,-0.024395237109969718,-0.01949304891765064,-0.01565873778085086,-0.023455910838946645,-0.017998653968780316
2011-07-13,0.019687677280921245,0.0186331730959219,0.014077806516699029,0.01912579466894304,0.014288915177642206,0.012054992103326282,0.021090749276897358,0.017875103400085485,0.012809042184261496
2011-07-14,0.0038645335700148117,0.008563837999599531,0.009844658187137341,0.004605941514845251,0.0024768122309160702,0.0012733540993970771,0.01090781828750973,-0.006216175477473608,0.0019435646657204517
2011-07-15,0.00875067246834292,0.0020747294156867255,0.0027743754245279097,0.00862171999364358,0.003446749707879193,0.001924433373485755,-0.0038952637390465778,-0.005922246836433811,0.0037481944914003825
2011-07-18,0.012008666670714822,0.0035781398869871575,-0.0036334875441563683,0.005026562971000799,-0.014117509205731522,-0.0012642059536974726,-0.016246825857803796,-0.004960094942341128,-0.0010510227879067286
2011-07-19,-0.018055411840483475,-0.011249221553272034,-0.010721853676475832,-0.006578900797565623,-0.012112392282529808,-0.009389912036076345,-0.0045786775993677,-0.008023617845186468,-0.010440544332560383
2011-07-20,-0.0002097207425117431,0.0011397232884413188,-0.0012983135718628092,-0.0014036309610511268,-0.0007597802876783061,-0.006077811656213377,-0.0025544469627879016,-0.0008997945875172149,-0.0024574782747283086
2011-07-21,-0.009826315813661314,-0.014882847065518874,-0.012521580532586772,-0.014400473575173722,-0.015085481649258185,-0.008450878743364905,-0.011870678869854755,-0.012959228098947015,-0.008968073135379269
2011-07-22,0.0007224370366957424,0.0005738288548531374,0.0024780365015806723,0.005689939323744093,0.0013241921938951795,0.002055057605485835,0.007420608483609521,0.00326911369727087,-0.0006316997598327785
2011-07-25,-0.04050733417748895,-0.041001283963099724,-0.038745438365164024,-0.03846256896760905,-0.04164198014139749,-0.040097828735434916,-0.02590096586229761,-0.03284751429160655,-0.028917233953778758
2011-07-26,0.004018210178830947,0.0015205661986349766,0.0059754226124181025,0.0035787848968230522,0.00171884985750399,0.004099650793627695,0.007677040153204064,0.004239091270022257,0.0038924358969080605
