date,S_L_L,S_L_H,S_H_L,S_H_H,B_L_L,B_L_H,B_H_L,B_H_H
2011-05-03,,,,,,,,
2011-05-04,-0.02201146858712303,-0.026190046420704462,-0.020117237051551606,-0.024874045323583057,-0.027800200129357543,-0.03339765725047084,-0.023753039356269417,-0.020616731292043583
2011-05-05,0.006155544885956071,0.00125850530806553,0.005604116710771632,0.004964087181394256,0.00017348221126645691,-0.002176146715146849,0.0015059183641534062,-0.006230450197654582
2011-05-06,-0.0003896632840315212,-0.0062097473404252625,-0.0001613416920312351,-0.0010502100852270411,0.0014277313638573494,-0.0043174992221317,-0.012221481598414538,0.0002600206387600564
2011-05-09,0.004617507216367926,0.004719841175066395,0.0031695969722732053,0.006821832009384711,0.005331180951865385,0.0021390353210431496,0.0018192568369198136,0.007108493027060199
2011-05-10,0.0026571502964797783,0.007256693997219437,0.0020576783426109733,0.003674389888518888,0.005878674249970964,0.008868919226032959,0.0067656888425891015,0.013069164504388879
2011-05-11,-0.004729878029382056,-0.003251800485637405,-0.005698820001490035,-0.0017986251351614687,-0.0003215384419185119,-0.017677496060077826,-0.004897077696790928,-0.004630887250933214
2011-05-12,-0.0186311903605248,-0.01479237966515159,-0.017107011730229375,-0.015558656779973846,-0.019200541761288662,-0.033735626282015534,-0.01210149783610161,-0.0208629333369798
2011-05-13,0.013541263016180864,0.014199241736642158,0.011146468144862759,0.009224222665561279,-0.0036053852122881268,0.013204877602448333,0.007640893285116814,0.006731489821831628
2011-05-16,-0.005914659084522625,0.0002208682730589155,-0.006365660735443803,-0.026988514361595047,-0.011156182211495962,-0.010861982467530172,-0.010430557532828023,-0.00765591602951022
2011-05-17,0.0006407842778303197,0.0037765185061014884,0.0007128372872306684,-6.186766454901222e-05,0.0028803814897357645,0.008527823037155107,-0.0021174615736126324,0.009710406782695873
2011-05-18,0.006191956925086413,0.005719400882646816,0.006345025265427413,0.00574371915749545,0.004397209699679754,0.010027117324176679,0.006881615382497288,0.00844594113236432
2011-05-19,-0.007749418615740257,-0.007268167601173806,-0.011309212434591062,-0.02327361377271743,-0.008267310660389417,-0.020067442902436422,-0.008284658238623,-0.009762973071777906
2011-05-20,-0.005007398556206041,-0.003254441039309799,-0.0012586851554215411,-0.0042649096259398875,-0.003530111218583587,0.0055757707521004295,-0.0027327880766129264,-0.00010300601248792359
2011-05-23,-0.03711107819702814,-0.03963496937220444,-0.03838865762643206,-0.03975603555526376,-0.031764863223966044,-0.03448229902722557,-0.030354080715200175,-0.03887128372863671
2011-05-24,-0.0028097871829022925,-0.0017300991159187812,0.0011718239714933972,-9.574308287437619e-05,0.00303982044323729,0.00799507524683416,0.0010611650608110704,0.0036218633669393547
2011-05-25,-0.014743047857454264,-0.007117895826825012,-0.015408315391389604,-0.017164097817832763,-0.008402583092886414,-0.011479074046586872,-0.013699800300123343,-0.016351607446988728
2011-05-26,-0.004704896389162003,-0.005482838558930787,-0.006703320484882583,-0.008489228852264457,-0.00756291259423831,-0.009996719341379122,-0.0004320188403227635,-0.0013419239389002677
2011-05-27,-0.010173597822263666,-0.022203289067022538,-0.009183961371952473,-0.017816729161294637,-0.007748287035455908,-0.030994364647780104,-0.002723787316175301,-0.009566885131239515
2011-05-30,-0.010815612716769864,-0.01813022365717754,-0.01146294022344783,-0.01447500411554733,-0.007110872922394768,-0.008167846300163565,-0.004859694405994716,0.0023822358567176035
2011-05-31,0.017583207178202172,0.01815168379750731,0.0157459982519076,0.023040004753105636,0.014853144340467271,0.025317344315764875,0.012713041452948867,0.017053573003399616
