,0
2016-05-03,0.0
2016-05-04,0.002264600000000172
2016-05-05,0.004463691524174029
2016-05-06,-0.020347192478204934
2016-05-09,-0.013797357090834628
2016-05-10,0.0007219478733482276
2016-05-11,0.003184265123512997
2016-05-12,0.0012439986563543837
2016-05-13,-0.0024643468550044068
2016-05-16,0.0059265622657662664
2016-05-17,-0.0013304339414369482
2016-05-18,-0.007102174572720776
2016-05-19,-0.001893870277031251
2016-05-20,0.007061494595477447
2016-05-23,0.0033869450485886077
2016-05-24,-0.0029671933058502686
2016-05-25,-0.0022735999470038237
2016-05-26,0.0006532027324059886
2016-05-27,0.0006235933949891859
2016-05-30,-0.003078672489930545
2016-05-31,0.018472520587182295
2016-06-01,0.0010569502364605743
2016-06-02,0.0024765339398316044
2016-06-03,-0.004391571460881871
2016-06-06,-0.0039028372083126373
2016-06-07,-0.0007295477259805505
2016-06-08,-0.002532681584939467
2016-06-13,-0.02833836732769668
2016-06-14,0.00295969110883898
2016-06-15,0.013831601837527518
2016-06-16,-0.005450783811112414
2016-06-17,0.006742203638806732
2016-06-20,-0.0028317678090072906
2016-06-21,-0.003482299392878696
2016-06-22,0.005297721247068621
2016-06-23,-0.004248269350207834
2016-06-24,-0.00725331401594298
2016-06-27,0.012721817980238637
2016-06-28,-0.004446716121864758
2016-06-29,0.0008275222640317104
2016-06-30,0.0023898113599218895
2016-07-01,0.0007662561835448667
2016-07-04,0.012056622963980912
2016-07-05,0.0009277155476721255
2016-07-06,0.004822631588556225
2016-07-07,-0.0001882566795539109
2016-07-08,-0.003294153090282692
2016-07-11,0.0038470678351745224
2016-07-12,0.011581129814787428
2016-07-13,-0.00012568648762545376
2016-07-14,-0.0019228459316958935
2016-07-15,-0.0011286022863915557
2016-07-18,-0.0028534634682126914
2016-07-19,-0.0005892858361453701
2016-07-20,-0.0011731413195977813
2016-07-21,-0.0032812746775450208
2016-07-22,-0.006233552979955759
2016-07-25,0.00018594061592613897
2016-07-26,0.00831614987761875
2016-07-27,-0.011597168428657767
2016-07-28,0.0013326332121561535
2016-07-29,-0.002383202777640925
2016-08-01,-0.0019057553669376004
2016-08-02,0.0010022353709020493
2016-08-03,0.002988902690032713
2016-08-04,0.0005780563189394794
2016-08-05,0.00017342853265334135
2016-08-08,0.003511572924267181
2016-08-09,0.004604604807376678
2016-08-10,-0.002216134459000152
2016-08-11,-0.006811907191541233
2016-08-12,0.013175808552982504
2016-08-15,0.01954254426315649
2016-08-16,-0.006911214452998693
2016-08-17,0.0006696299511044224
2016-08-18,-0.0002775043203955274
2016-08-19,0.002258322558054582
2016-08-22,-0.006282249906601645
2016-08-23,-0.0006586438923397164
2016-08-24,-0.00190731214011286
2016-08-25,-0.005471510086088038
2016-08-26,-0.0015755875641167982
2016-08-29,0.0007826048853358802
2016-08-30,0.00040108894544044205
2016-08-31,0.0025536331728377437
2016-09-01,-0.00396802987466871
2016-09-02,-0.000573499747780648
2016-09-05,0.0018001428084459814
2016-09-06,0.005682795967745458
2016-09-07,0.00031038829385887645
2016-09-08,0.0008641067827590554
2016-09-09,-0.004148579019695675
2016-09-12,-0.016850094876660116
2016-09-13,0.0018200569666628752
2016-09-14,-0.0022998616138433237
2016-09-19,0.006941983296279153
2016-09-20,0.00013398439223522018
2016-09-21,0.0013077917473429679
2016-09-22,0.002121969115390865
2016-09-23,-0.0010124033527892928
2016-09-26,-0.011120772112039323
2016-09-27,0.002908812004920769
2016-09-28,-0.0028511146756124983
2016-09-29,0.003420239542313075
2016-09-30,0.001743911162252143
2016-10-10,0.006908260830713608
2016-10-11,0.002294484684879583
2016-10-12,-0.0016249603570043236
2016-10-13,0.0022320866180221
2016-10-14,-0.0003749735286189271
2016-10-17,-0.002515246746973121
2016-10-18,0.00835057068048517
2016-10-19,-0.002465302492615673
2016-10-20,-0.0009929695071937417
2016-10-21,0.005438459351405189
2016-10-24,0.006705056661192588
2016-10-25,-0.0004157419556213293
2016-10-26,-0.0012061828775596917
2016-10-27,-0.0012117113225140752
2016-10-28,-0.006378126184184318
2016-10-31,-0.0009139503670814175
2016-11-01,0.0028484284113259317
2016-11-02,-0.006359847981295408
2016-11-03,0.005775435987267485
2016-11-04,-0.00016280280672476
2016-11-07,0.0037834576010553622
2016-11-08,0.0017881554146739198
2016-11-09,-0.002167959937770192
2016-11-10,0.009775322391483376
2016-11-11,0.008873012658157764
2016-11-14,0.000909116866841142
2016-11-15,-0.0015820112048950952
2016-11-16,-0.0018852172197654227
2016-11-17,0.0032640389261202607
2016-11-18,-0.004189361648070822
2016-11-21,0.0037310606134941526
2016-11-22,0.006778580639358767
2016-11-23,-0.0007745173686680706
2016-11-24,0.005584229425513287
2016-11-25,0.007993998943900404
2016-11-28,0.0027488367945864844
2016-11-29,0.009286826598702946
2016-11-30,-0.006677793954944167
2016-12-01,0.008838648271810579
2016-12-02,-0.0018968223192216138
2016-12-05,-0.011826216195199968
2016-12-06,-0.0056147198055457315
2016-12-07,0.00792185998452033
2016-12-08,-0.005335808509924211
2016-12-09,0.009298919412473294
2016-12-12,-0.007995564793452536
2016-12-13,-0.0018991953434475128
2016-12-14,-0.004849094284779865
2016-12-15,0.0019905828705077955
2016-12-16,0.002936427700719335
2016-12-19,0.0008638994690381985
2016-12-20,-0.007418220503689232
2016-12-21,0.00464492867934041
2016-12-22,0.0005154948717032148
2016-12-23,-0.004327424927828782
2016-12-26,0.00338415549524429
2016-12-27,0.000392674877737198
2016-12-28,-0.0028534870050767047
2016-12-29,-0.00025994811478191604
2016-12-30,0.0026474414270860613
