alpha,年度,策略名称,收益率,日均收益率,年化收益率,最大回撤(%),夏普比率
alpha_isXgb_True,2018,TestStrategy,0.1311729887751472,0.00010787252366377235,0.027556728376763023,-12.627266399878222,
