alpha,年度,策略名称,收益率,日均收益率,年化收益率,最大回撤(%),夏普比率
alpha_EPQ,2012,TestStrategy,1.2343947582167376,0.00046721981764448814,0.12495090426009736,-36.09570315719234,0.7615948394623072
