alpha,年度,策略名称,收益率,日均收益率,年化收益率,最大回撤(%),夏普比率
alpha_ch3,2018,TestStrategy,0.16416021684848828,0.0001350001783293489,0.034605345121295095,-11.296440323264646,
alpha_famafrench,2018,TestStrategy,0.18035044876961648,0.00014831451379080304,0.038082495973432474,-10.982600087483018,
