alpha,年度,策略名称,收益率,日均收益率,年化收益率,最大回撤(%),夏普比率
alpha_Fama_French,2016,TestStrategy,0.38454050763540476,0.0003944005206516972,0.1044957889098078,-16.073820930976414,0.8913899272839101
