alpha,年度,策略名称,收益率,日均收益率,年化收益率,最大回撤(%),夏普比率
alpha_isXgb_False,2012,TestStrategy,0.8089128048319665,0.00030617441515214474,0.08021052491698444,-45.51806157826694,0.5149195922675326
