alpha,年度,策略名称,收益率,日均收益率,年化收益率,最大回撤(%),夏普比率
alpha_isXgb_True,2012,TestStrategy,1.1463848241179133,0.0004339079576525032,0.11554693056075512,-41.40848394419256,
