alpha,年度,策略名称,收益率,日均收益率,年化收益率,最大回撤(%),夏普比率
alpha_Fama_French,2018,TestStrategy,0.1801471110661237,0.0001481472952846412,0.03803875307081057,-11.16075706506985,0.46814146093336534
